"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0087","Otu0088","Otu0089","Otu0090","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0102","Otu0103","Otu0104","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0118","Otu0120","Otu0122","Otu0123","Otu0124","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0136","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0152","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0204","Otu0205","Otu0208","Otu0209","Otu0211","Otu0214","Otu0215","Otu0217","Otu0218","Otu0220","Otu0221","Otu0224","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0238","Otu0239","Otu0243","Otu0247","Otu0251","Otu0252","Otu0253","Otu0256","Otu0260","Otu0261","Otu0262","Otu0264","Otu0266","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0277","Otu0279","Otu0280","Otu0283","Otu0284","Otu0285","Otu0291","Otu0293","Otu0295","Otu0297","Otu0298","Otu0299","Otu0301","Otu0304","Otu0308","Otu0309","Otu0312","Otu0313","Otu0318","Otu0322","Otu0325","Otu0330","Otu0331","Otu0340","Otu0341","Otu0343","Otu0345","Otu0355","Otu0356","Otu0357","Otu0358","Otu0361","Otu0371","Otu0380","Otu0382","Otu0387","Otu0395","Otu0397","Otu0401","Otu0423","Otu0425","Otu0426","Otu0435","Otu0445","Otu0469","Otu0484","Otu0494","Otu0505","Otu0553"
"198",1246,1,6461,307,17,0,1383,982,44,0,390,4662,146,648,416,51,0,174,0,0,30,497,943,328,0,621,283,713,243,0,0,445,635,7,141,2,201,171,598,263,380,125,227,66,291,0,0,119,0,0,0,0,0,0,101,118,0,0,0,0,19,198,0,152,98,175,913,1,72,0,115,10,0,0,131,0,60,99,9,91,213,2,111,10,0,0,38,14,118,47,0,114,18,5,0,0,5,32,26,5,8,47,8,77,0,26,26,0,0,34,19,0,0,0,83,0,3,47,91,148,15,0,0,108,0,0,0,5,30,0,18,17,0,0,0,0,0,12,3,11,43,2,7,2,20,20,0,2,0,0,0,0,41,0,2,0,0,0,0,11,0,6,0,8,0,0,0,8,0,0,6,0,10,0,0,0,0,0,0,0,17,0,0,15,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"209",174,5,11255,271,91,816,1,494,252,167,0,505,113,481,405,348,798,214,4,0,55,774,162,340,0,229,178,200,153,0,0,491,601,14,235,762,100,116,1154,122,467,6,25,474,596,0,606,52,0,0,16,0,0,0,146,86,0,0,0,0,47,177,0,17,385,236,0,29,76,1,113,41,0,0,13,0,28,133,30,102,95,0,475,93,7,0,230,56,40,25,0,0,0,12,18,0,3,0,92,11,0,86,0,16,0,48,13,0,0,33,36,0,0,0,49,0,4,23,96,0,6,0,25,18,0,0,0,0,2,0,19,3,0,24,19,8,1,14,28,31,31,11,57,53,12,3,0,6,51,0,0,0,25,6,9,0,0,1,0,2,0,5,21,5,6,0,7,5,0,0,1,0,0,19,0,0,0,0,0,0,5,314,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",19723,6945,1,5384,510,0,11,979,383,0,6,79,358,492,25,489,0,194,0,0,0,498,47,224,0,409,0,97,40,0,0,355,0,0,72,0,595,0,132,71,339,13,67,42,38,5,0,67,0,0,40,66,0,0,68,121,0,6,0,0,86,49,139,84,9,142,0,29,36,198,24,148,0,0,85,0,0,0,0,63,122,29,72,50,0,0,11,57,31,2,0,229,25,0,6,0,10,12,29,50,0,14,0,23,131,0,27,0,13,0,18,3,0,0,0,0,0,10,0,0,42,0,8,22,0,46,0,1,23,0,25,11,0,0,0,0,0,0,1,15,32,5,0,0,0,4,6,0,0,0,0,0,0,0,3,0,12,18,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2724,0,0,667,5390,2,0,2376,417,0,139,1,206,1136,0,33,0,203,0,3,0,83,141,246,0,271,0,174,648,2,0,233,0,945,21,0,261,0,0,167,102,0,7,35,0,0,116,57,0,0,339,11,0,3,339,19,0,58,8,51,442,19,98,112,17,0,0,9,159,0,6,52,0,0,76,0,0,15,0,11,160,142,37,10,0,0,4,2,1,0,0,0,0,0,4,0,16,2,20,0,0,0,0,12,0,0,0,0,849,0,17,292,11,0,12,0,0,20,0,0,12,0,29,2,0,106,0,8,30,0,5,37,0,0,0,0,0,838,3,2,4,11,0,14,0,32,0,0,0,0,0,0,0,3,4,0,36,41,0,0,38,4,19,0,0,0,0,0,0,0,0,0,0,0,151,32,0,0,0,30,0,0,0,0,0,325,0,0,0,0,28,0,5,4,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",6065,8,0,245,750,1079,5526,1777,631,1679,1178,16,1121,484,1186,1059,138,1535,0,0,28,86,196,148,0,231,1158,367,692,0,0,210,197,277,314,0,366,145,150,256,228,45,228,318,560,634,245,110,0,0,385,36,0,603,42,125,0,443,152,0,26,99,108,108,2,58,1,131,76,0,135,12,0,0,106,0,0,0,0,40,11,52,66,0,0,0,28,58,87,16,0,0,6,0,16,85,21,24,24,66,10,40,74,20,6,66,21,0,0,4,26,4,145,0,18,0,20,37,10,31,19,0,10,21,0,4,0,3,29,0,16,16,0,7,0,55,0,0,32,27,0,23,14,0,8,34,42,19,19,0,53,50,20,14,9,0,3,0,0,0,0,6,13,15,0,9,6,0,0,16,3,0,1,23,22,5,0,11,0,14,8,0,0,8,0,6,0,1,0,0,8,6,0,0,0,0,0,0,5,0,9,0,8,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240",14861,1,0,609,1720,392,1381,350,354,708,0,108,1726,344,0,377,864,508,0,0,127,31,81,75,0,44,225,154,555,0,0,157,6,272,303,0,82,106,92,235,148,130,225,375,179,769,343,68,0,0,1067,49,0,308,40,103,0,0,397,38,136,73,341,77,48,117,0,88,9,5,77,74,0,0,97,0,0,13,0,8,46,0,8,113,0,0,0,38,58,63,0,0,4,0,60,82,70,54,22,7,27,48,22,10,58,9,12,0,241,0,16,0,0,0,5,9,15,4,13,28,1,0,10,11,20,18,0,0,3,0,0,0,0,7,0,34,98,0,15,1,28,19,11,0,7,0,9,11,2,0,56,74,22,0,4,0,34,1,0,0,0,0,0,14,0,68,0,0,0,0,0,0,0,9,35,44,19,0,0,3,0,0,0,0,1,8,0,4,0,0,30,4,0,1,0,0,0,0,1,55,5,0,92,0,20,0,0,57,0,2,0,8,0,0,0,0,0,0,31,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",6853,0,0,145,304,719,2055,1175,756,379,3,32,1279,726,817,595,1139,973,0,0,44,63,286,240,0,119,7,328,839,0,0,300,16,97,511,0,197,153,211,385,262,253,290,436,367,1342,467,103,0,0,195,39,0,581,175,121,0,0,404,0,40,199,13,168,205,76,0,312,1,0,96,40,0,0,319,0,0,2,0,53,57,3,61,7,0,0,17,26,122,33,0,0,15,0,50,168,22,157,69,39,26,119,55,40,1,45,27,0,100,8,8,0,0,0,45,0,83,23,44,45,11,0,35,19,122,11,0,9,5,0,9,18,0,9,0,67,64,0,34,36,25,21,18,0,6,0,17,50,36,0,52,387,35,20,4,0,17,1,0,0,0,1,6,22,0,23,14,2,0,0,0,0,1,33,30,13,65,0,0,0,0,0,0,4,0,0,0,15,0,0,7,21,0,23,0,2,0,0,3,103,5,4,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",8671,0,2,134,816,161,239,1218,774,869,0,33,1431,483,0,670,0,907,0,0,34,335,202,145,0,190,16,137,681,0,0,327,0,18,511,702,188,149,146,152,103,43,206,1000,269,1395,279,177,0,0,147,88,0,330,93,142,0,0,351,0,57,148,90,178,161,61,8,158,10,2,251,42,0,0,228,0,0,4,0,28,123,1,68,11,172,0,81,0,91,51,0,0,14,0,107,78,59,104,65,37,13,77,0,22,0,27,25,0,20,0,27,0,0,0,53,4,37,28,41,112,7,0,11,33,91,5,0,0,18,0,0,35,0,5,0,0,4,0,23,11,59,16,16,6,37,0,17,72,32,0,0,129,35,5,2,0,30,0,0,0,0,9,0,34,3,1,8,4,0,0,0,0,1,29,27,24,10,0,0,3,3,0,0,1,0,1,0,1,0,0,18,14,0,4,0,0,0,0,0,59,12,6,1,0,5,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",10064,4193,1,1036,3522,12,3339,859,544,1689,3386,61,1214,633,106,861,243,348,0,0,0,159,192,77,0,155,629,292,141,0,0,47,75,161,106,0,428,158,107,305,187,7,250,299,18,0,0,64,0,0,468,43,0,0,104,119,0,0,258,0,409,95,0,127,27,69,0,109,82,0,71,177,0,0,87,0,0,0,49,0,65,108,116,0,0,0,3,312,54,34,0,120,2,38,11,285,96,78,21,17,0,24,0,14,571,35,15,0,67,2,29,32,0,7,31,0,0,4,0,0,2,0,17,12,0,71,0,6,54,0,0,2,0,13,35,27,0,80,12,7,26,15,10,45,15,1,15,10,14,0,79,0,0,23,12,0,22,11,0,0,43,20,28,19,0,5,0,0,0,24,5,0,0,0,31,23,0,9,0,17,0,0,0,0,0,12,0,8,0,0,7,12,5,0,13,0,0,2,0,0,0,0,0,8,11,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259",2289,218,0,780,14693,10,147,247,170,324,126,11,29,335,37,30,0,257,0,0,35,17,20,181,0,662,26,242,24,3637,3,1062,84,120,22,33,2,19,8,111,42,35,2,66,14,382,8,9,0,0,679,0,0,0,42,761,0,0,47,954,85,29,0,0,141,0,0,10,32,0,2,3,0,0,18,0,0,4,1,7,0,7,26,58,0,0,158,11,0,0,0,10,0,2,6,16,23,3,84,25,59,9,73,1,1,0,28,0,575,2,39,0,0,0,0,0,30,0,0,17,0,0,3,119,0,39,0,7,23,0,0,3,0,30,0,0,12,334,8,0,6,14,0,8,0,16,12,0,4,0,52,0,4,24,2,0,44,981,0,0,54,0,5,0,0,2,0,0,0,0,0,0,0,0,28,3,0,0,0,49,0,0,0,0,0,307,0,0,0,0,7,0,0,0,9,0,0,6,0,0,0,0,23,0,0,118,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",6121,0,0,165,901,0,5296,669,40,0,1334,261,570,358,14,465,193,858,0,0,37,108,10,108,0,98,1120,348,0,0,0,200,640,485,60,0,11,0,153,228,129,182,26,105,525,0,373,118,0,0,51,49,0,0,0,64,0,0,1,0,29,27,204,6,13,94,0,124,0,15,39,19,0,0,61,0,0,1,0,60,18,23,15,0,0,0,13,287,7,269,0,0,8,0,13,460,30,0,14,9,11,49,33,15,22,0,12,0,0,0,20,0,0,0,0,0,0,7,0,659,44,0,4,172,0,0,0,2,16,0,0,20,0,13,83,16,0,0,2,4,0,15,19,0,0,0,79,6,12,0,0,0,0,23,1,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,0,0,0,2,0,23,0,3,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,6,0,0,0,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",8600,2,1,415,467,40,4711,2544,439,0,631,286,737,488,53,511,544,774,0,0,17,55,0,134,0,398,600,242,0,0,0,139,226,181,317,0,0,0,138,216,118,360,12,243,890,111,457,67,0,0,0,38,0,0,2,42,0,0,6,38,25,39,597,11,19,38,0,115,0,4,61,39,0,0,142,0,0,67,17,52,37,0,194,38,0,0,76,198,27,190,0,0,2,3,11,624,8,8,42,20,10,79,55,20,0,0,30,0,0,0,37,0,0,0,33,0,0,27,0,346,45,1,8,75,20,0,0,1,0,0,23,23,0,59,181,15,3,0,5,11,10,30,15,0,0,1,164,0,37,0,100,0,0,24,5,0,0,0,0,0,0,19,0,46,0,18,0,13,0,3,0,60,0,0,46,6,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,3,0,0,0,7,0,0,6,2,0,5,4,0,0,129,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",6572,0,0,412,677,0,7271,1224,162,464,2187,34,858,334,162,574,202,495,0,0,197,55,177,123,0,197,394,299,10,0,0,99,350,120,122,0,0,52,152,369,199,394,105,112,209,606,384,74,0,0,76,11,0,0,67,48,0,0,133,0,43,36,354,16,13,110,0,74,85,0,58,38,0,0,168,0,0,0,29,20,41,2,159,0,0,0,18,103,83,59,0,0,8,16,6,165,54,21,21,12,7,82,46,18,22,0,9,0,0,9,20,8,0,0,15,0,26,20,75,187,0,0,13,31,54,0,0,0,5,0,20,18,0,39,46,13,35,0,16,6,0,5,40,0,8,31,99,13,9,0,0,14,28,22,1,0,3,0,0,0,0,8,0,20,0,10,0,12,0,0,0,0,0,0,18,3,5,0,0,0,5,0,0,0,0,1,0,3,0,0,14,0,0,6,0,0,0,0,5,61,7,0,4,0,2,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",22503,235,0,497,1812,3,18972,4683,3078,1903,7308,0,1144,1162,1343,1495,14,2280,0,0,836,159,302,298,0,500,841,786,1504,0,0,317,631,1143,384,0,573,423,229,23,390,1152,599,318,225,1430,701,264,0,0,783,105,0,0,277,157,0,2,25,3,184,168,24,139,276,288,0,336,141,2,193,118,0,0,281,0,0,154,78,68,526,6,481,5,276,0,183,92,240,91,0,0,15,44,42,978,57,12,102,80,76,176,0,83,3,0,36,0,0,14,45,3,0,0,58,12,38,49,146,82,18,0,52,18,96,7,0,47,43,0,42,44,0,37,0,71,80,4,60,9,11,18,51,0,23,70,275,37,15,0,3,632,88,44,39,0,36,9,0,0,3,22,0,89,0,37,10,62,0,13,13,0,3,26,23,20,2,0,0,5,14,0,0,7,3,5,0,14,1,0,72,15,0,12,0,5,0,4,17,149,1,2,64,3,0,3,0,82,4,17,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",7561,13,355,231,1538,88,3084,799,481,788,2143,131,843,624,135,196,78,672,0,0,4,79,221,160,0,324,1255,224,49,0,0,135,42,285,303,0,219,160,98,222,486,77,244,177,526,12,0,98,0,0,233,65,0,579,122,101,0,345,1052,1,109,108,3,38,61,0,223,91,51,2,65,75,0,0,88,0,23,18,0,103,0,71,78,13,0,0,74,117,79,36,0,170,15,0,33,284,62,164,35,34,136,50,0,8,44,77,11,0,2,33,20,2,97,0,49,0,3,51,72,111,14,0,45,29,23,85,0,2,49,0,25,23,0,0,15,0,19,163,27,23,79,10,63,0,10,0,9,8,0,0,22,12,38,0,5,0,6,2,0,0,54,18,0,7,4,7,13,0,0,5,0,0,1,10,9,48,0,0,0,0,0,0,0,0,0,9,0,2,0,0,1,0,0,7,0,0,0,0,0,0,2,2,1,0,0,5,0,0,4,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",1836,0,2,79,1510,16,8,19,11,125,148,0,443,61,0,3,0,28,0,0,10,3,0,7,0,0,0,0,0,4791,0,0,41,521,1,0,0,18,8,84,26,174,0,15,5,27,151,0,0,0,549,0,0,159,0,79,0,0,103,0,103,57,59,4,8,5,0,4,0,0,18,31,0,0,26,0,0,3,0,0,8,75,0,1133,0,0,20,23,0,0,0,0,0,0,6,0,14,0,0,15,0,0,0,0,10,0,0,0,15,0,5,1,0,0,0,27,0,0,0,0,0,0,0,0,0,58,0,8,25,0,0,0,0,0,0,4,66,38,0,0,5,2,0,196,0,42,0,0,0,0,46,0,17,0,1,0,43,117,0,0,45,3,0,0,0,12,0,0,0,12,0,3,0,0,16,9,0,8,0,23,0,0,0,0,18,337,0,0,0,0,27,0,0,1,6,0,0,0,0,0,0,0,86,7,114,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,1
"255",9437,0,0,424,130,483,747,1211,706,2511,2089,82,1411,396,285,220,0,380,0,0,31,121,37,116,0,181,277,163,514,0,0,271,61,590,574,0,78,116,264,254,277,43,153,277,600,861,101,58,0,0,200,30,0,199,44,45,0,0,402,0,51,116,58,71,182,30,0,35,8,0,54,31,0,0,118,0,0,4,30,53,52,85,22,40,0,0,46,9,90,16,0,0,0,17,111,1,27,24,59,2,22,48,133,19,33,20,4,0,446,1,18,0,0,0,59,9,9,11,81,120,4,0,1,13,0,43,0,5,43,0,1,20,0,8,0,49,18,11,8,12,11,4,24,11,1,41,38,92,6,0,56,0,24,16,7,0,60,0,0,0,4,5,0,9,5,4,0,0,0,2,0,0,0,35,12,11,0,8,0,5,3,0,0,0,0,4,0,8,0,6,13,0,3,11,0,0,0,2,4,47,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234",13648,0,0,839,1767,118,63,887,585,591,732,41,988,266,135,357,173,652,0,0,228,72,73,114,0,83,131,219,234,0,0,99,39,87,298,0,60,201,139,73,110,30,66,164,291,627,180,74,0,0,68,8,0,165,53,50,0,0,398,0,18,67,116,61,143,27,0,48,10,1,102,41,0,0,117,0,0,22,10,14,41,32,7,30,0,0,61,0,30,29,0,0,2,16,33,83,93,87,27,11,9,32,14,5,80,8,5,0,0,0,14,6,0,0,13,9,10,0,34,47,6,0,2,16,30,10,0,0,7,0,5,1,0,10,0,17,61,4,12,3,30,0,14,13,18,0,14,19,0,0,10,8,6,8,17,0,13,10,0,0,0,14,0,12,0,12,0,0,0,0,0,0,0,18,26,17,31,0,0,0,0,0,0,2,0,9,0,0,0,42,10,2,3,0,4,0,0,1,0,21,2,0,19,0,15,0,0,38,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",9941,0,0,477,951,2,238,958,892,0,1340,23,1336,459,116,797,0,867,0,0,344,122,136,123,0,408,220,71,7,0,0,323,0,186,281,0,225,120,422,127,78,39,235,525,245,1015,198,107,0,0,115,20,0,377,52,172,0,0,108,0,31,90,59,76,303,40,0,58,6,0,212,32,0,0,121,0,389,5,75,26,76,7,31,7,0,0,203,0,78,31,0,0,0,61,113,30,27,137,58,15,23,47,67,28,40,0,20,0,171,5,14,0,0,0,14,7,15,24,94,49,7,0,14,6,52,0,0,6,4,0,1,36,0,4,0,13,0,0,1,11,23,12,7,12,28,0,16,40,12,0,0,106,3,30,2,0,4,4,0,0,0,7,0,15,9,0,2,2,0,7,0,0,0,35,13,24,6,0,0,15,2,0,0,0,0,10,0,3,0,0,14,4,0,7,6,2,0,0,0,29,5,0,46,0,16,5,0,46,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245",12664,0,0,384,1059,0,627,1690,1255,0,5,42,673,551,515,880,0,1408,0,0,25,52,310,255,0,267,28,129,0,0,0,300,0,0,536,325,199,97,261,45,195,42,199,551,158,3045,179,152,0,0,235,49,0,111,320,57,0,0,862,0,44,142,36,153,90,64,0,90,3,0,144,39,0,0,267,0,561,15,14,46,79,0,94,27,221,0,164,18,91,40,0,0,4,9,94,77,19,453,99,23,9,69,61,43,26,18,24,0,0,3,19,0,0,0,68,3,0,27,348,48,4,0,34,10,108,2,0,0,5,0,14,58,0,0,0,0,0,4,12,23,61,4,25,0,17,3,146,46,19,0,0,226,28,20,8,0,0,2,0,0,0,7,0,35,32,0,6,5,0,0,0,0,0,58,19,21,10,0,0,0,5,0,0,1,0,4,0,0,0,0,16,5,0,12,0,0,0,4,6,75,5,0,9,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",16887,5798,0,4787,3036,0,50,579,591,2,0,158,577,189,211,637,0,53,0,0,6,199,14,88,0,170,0,41,65,0,0,17,10,0,76,0,245,15,47,72,259,0,49,112,5,0,402,58,0,0,22,11,0,0,108,265,0,0,0,0,64,36,344,27,47,124,0,72,14,1,47,168,0,0,237,0,0,106,14,34,59,65,43,19,0,0,0,65,8,0,0,0,11,9,21,67,19,35,11,45,0,13,0,12,112,5,15,0,0,2,16,0,0,0,6,0,0,12,0,0,0,0,3,2,0,52,0,4,23,0,3,1,0,6,5,50,10,0,4,0,42,8,4,0,20,0,3,0,0,0,13,0,0,9,12,0,0,9,0,0,0,32,6,13,0,0,0,0,0,2,0,0,0,4,4,37,0,24,0,8,0,0,0,0,1,29,0,0,0,0,0,7,0,0,0,0,0,1,0,0,4,0,0,9,4,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2002,0,0,949,3103,0,0,22,139,168,0,0,71,295,12,17,8,4,0,0,31,1,0,16,0,11,0,0,1,87,0,7,0,46,0,0,3,0,0,0,0,0,0,16,0,0,30,0,0,0,8,0,0,0,57,0,0,0,0,26,167,0,0,3,0,0,0,1,14,0,0,34,0,0,0,0,0,11,0,0,0,5,9,34,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,4,0,0,0,0,7,0,0,0,232,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,2,0,0,0,0,0,0,53,0,0,0,0,0,32,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,19,0,0,0,0,0,116,0,0,0,0,13,0,0,0,3,0,0,2,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0
